,x,y,sort
0,54.858913,-1.2041818,0
1,19.977772,2.4722984,2
2,50.10941,14.342903,0
3,-10.8538685,5.338708,9
4,-14.122529,-32.99603,5
5,-19.535887,-24.877157,5
6,-0.20776537,-4.931371,2
7,23.278475,-15.702595,5
8,-14.229205,10.778374,3
9,24.521053,-10.140904,3
10,-8.609722,-14.194908,8
11,6.971583,4.963565,7
12,-4.5893564,24.035482,8
13,-23.691172,9.193553,4
14,6.4266148,6.180964,7
15,46.144238,17.419294,0
16,-14.529177,-23.043856,3
17,5.330691,-3.169697,7
18,-4.6879444,10.124727,9
19,-40.361084,-9.632592,6
20,-33.056377,-7.2437463,6
21,14.777955,-14.194765,9
22,6.9990435,-28.840412,5
23,-3.1612914,-25.320349,9
24,-31.504904,-12.325538,6
25,-40.0711,5.815541,6
26,20.752134,8.465022,2
27,30.609814,-6.1661634,5
28,55.65196,-0.8729975,0
29,24.948593,4.121011,2
30,48.380245,-2.1450138,0
31,10.728742,-18.02407,9
32,-27.196733,-0.2775396,6
33,-2.111247,-1.1420816,3
34,49.101704,19.933823,0
35,1.0268583,-16.385075,8
36,18.9613,-18.46561,5
37,4.9079485,-30.268047,1
38,33.04985,-9.960812,5
39,-2.2753665,-8.55437,7
40,-25.085737,3.48542,4
41,11.809285,-4.0648003,7
42,-39.240658,12.986547,6
43,-27.39612,-13.877251,4
44,1.8863188,14.571053,9
45,-18.280052,4.7582216,4
46,49.60787,4.950254,0
47,-29.81245,14.438435,4
48,42.514023,10.363721,0
49,-26.811413,-21.675955,6
50,-4.975619,-11.851505,9
51,-21.286648,-8.465132,4
52,-26.971256,-0.48108065,6
53,26.153475,-4.982851,2
54,50.29613,10.394377,0
55,8.470899,-9.6008215,9
56,-2.7268817,12.827677,7
57,16.248602,-19.134336,1
58,0.941496,20.32408,8
59,-12.511533,22.755188,4
60,4.4392805,12.880384,8
61,-21.183666,0.097723,4
62,4.1393676,-19.41675,9
63,-23.45471,-31.148067,6
64,-21.14183,20.811977,5
65,1.5830036,-7.2230706,7
66,-1.6206721,-29.165192,5
67,9.740834,8.946782,8
68,-34.741947,-18.246813,6
69,-9.86983,20.853668,4
70,42.333256,13.523258,0
71,-4.852533,19.249117,8
72,-41.141544,-4.184786,6
73,23.6864,6.8782153,2
74,-6.260009,9.187255,9
75,-15.063918,23.69327,4
76,2.1046674,13.178732,7
77,-1.6815435,0.05853869,9
78,-32.82776,3.0275009,6
79,-5.782588,-22.38342,7
80,-8.079599,-1.5238215,3
81,-34.8341,-16.773441,6
82,14.423218,20.11969,5
83,19.507914,-25.225607,1
84,-24.17886,-5.1481137,1
85,-19.405981,-19.90108,1
86,-23.39103,-32.752934,6
87,20.486465,-2.2188044,2
88,25.498089,-10.172847,1
89,-6.4264245,-33.159504,5
90,-19.745295,-6.504421,1
91,2.9817,9.171248,7
92,-10.068066,19.687294,4
93,-7.787294,-0.12848689,3
94,-9.606455,-5.4131775,3
95,-36.7126,-0.41051453,6
96,52.14103,13.981463,0
97,-17.895056,0.30728826,4
98,51.7361,10.56843,0
99,-25.993948,-9.932687,4
100,7.6544623,16.899792,3
101,0.5117987,10.960366,7
102,46.930702,3.2399092,0
103,-11.150597,-22.628986,3
104,3.918546,16.975595,9
105,29.769342,-13.189728,1
106,5.0080504,-17.386593,9
107,3.602764,7.473831,7
108,21.680817,13.037945,2
109,-34.471825,-8.457257,6
110,13.37427,12.291796,5
111,25.943085,-0.9676654,2
112,-35.585545,-17.039083,6
113,-28.627907,-21.239433,6
114,5.401386,-2.5957577,7
115,55.916473,8.723887,0
116,-32.054607,-5.0202312,6
117,48.07389,12.944422,0
118,17.2413,-24.952766,1
119,22.554724,-3.931443,2
120,-33.262733,7.8714128,6
121,23.062748,-9.627735,3
122,-5.655313,3.9232035,9
123,7.526361,11.994175,8
124,23.05931,-14.371622,5
125,-14.260659,-9.350243,9
126,-39.194225,12.963211,6
127,47.58304,0.7584005,0
128,-35.27999,15.756516,6
129,-4.3187885,15.604521,7
130,-36.31951,3.2663627,6
131,23.316238,19.203249,5
132,7.2632036,-12.076486,8
133,13.788167,19.645208,5
134,-8.698199,-2.3422596,3
135,-14.465453,-5.229688,8
136,0.4376363,8.233966,7
137,-6.6437807,-8.4557295,9
138,3.975496,29.11972,5
139,12.792254,15.960423,9
140,-24.749022,16.737648,1
141,-7.04348,26.885014,4
142,-28.751728,-3.8862062,4
143,-28.103579,19.898937,4
144,-9.409427,10.164868,3
145,23.012434,1.7761179,2
146,-4.757318,-2.4100862,9
147,28.341349,7.3878946,2
148,-18.117132,-0.15984045,4
149,-13.767853,9.060106,3
150,14.028696,9.260663,5
151,-13.14406,-15.172585,8
152,3.4455068,5.04987,7
153,23.575289,10.893878,2
154,-36.12542,-13.380811,6
155,28.604149,-18.92315,1
156,19.029627,1.9406929,2
157,1.0882583,-21.188364,8
158,-2.5655167,-22.639729,9
159,-11.261243,-3.9473844,1
160,7.003795,10.474824,8
161,7.3173323,16.41751,3
162,-12.67266,30.778341,6
163,-6.5803103,-15.618575,8
164,-3.6572344,-14.158214,8
165,-11.141622,7.792989,3
166,-22.139084,17.363781,1
167,29.628698,7.3479433,2
168,-22.01783,5.1724696,4
169,-21.940937,-15.026408,1
170,-11.835396,-28.90774,5
171,19.83062,-7.0814433,2
172,-11.831974,-12.574415,9
173,-21.784012,20.61269,1
174,4.801403,-9.802912,7
175,15.354503,24.04632,5
176,-2.3932064,10.503362,7
177,-0.16953555,19.43855,8
178,17.08164,4.5437803,2
179,-0.75708705,15.544555,8
180,-8.035399,-26.401157,3
181,18.426367,-13.993403,1
182,13.581819,-27.619162,1
183,-24.283043,-22.01704,5
184,52.52977,15.5937195,0
185,9.677521,11.898393,8
186,5.0308247,8.570762,8
187,51.80437,-5.0117393,0
188,-9.601614,-15.780978,5
189,13.606663,8.789327,5
190,-40.20863,4.426523,6
191,-2.3290021,-37.37056,5
192,2.3611593,-1.0072123,8
193,-9.006287,-31.959944,6
194,52.778027,2.3002565,0
195,9.583296,-24.741575,5
196,-31.510124,-13.573475,6
197,23.116385,20.416616,1
198,-16.65112,-17.386082,1
199,12.990596,0.42537397,2
200,-2.4572253,-9.816175,7
201,-14.801906,-33.04429,5
202,32.148655,-3.234857,1
203,-36.701736,-2.0097322,6
204,6.451985,0.33434138,7
205,48.67666,12.110094,0
206,-18.925653,-28.745066,4
207,49.129215,-4.896912,0
208,56.12588,7.7097516,0
209,-12.811087,-28.237814,4
210,7.60223,-16.222364,8
211,-21.744476,-9.482214,4
212,-22.077393,-5.018381,4
213,-22.774067,-17.669746,5
214,-11.519268,27.707726,6
215,-16.246061,-2.2164512,4
216,-8.565861,-11.1278515,9
217,31.704765,-1.9212744,5
218,21.060995,12.149032,2
219,-15.663058,24.980225,6
220,-2.5452085,-4.4478374,7
221,-20.56099,-12.819346,3
222,-8.789979,7.716363,9
223,8.250384,-5.336331,7
224,20.122433,11.009761,2
225,6.21027,-7.877695,7
226,0.99129516,-29.140636,1
227,-11.699122,3.0078278,3
228,56.907974,6.738586,0
229,-7.424687,-32.8003,5
230,-19.702309,26.912012,5
231,-18.122116,18.967077,3
232,-36.127052,2.7742474,6
233,13.434498,5.80729,2
234,-9.135566,-18.222666,1
235,41.498974,13.625884,0
236,51.986767,2.7316272,0
237,17.697317,-8.888827,5
238,-15.616223,17.018284,8
239,-7.0103106,-22.96227,7
240,4.8896728,28.702614,5
241,21.810637,-21.356602,5
242,19.03248,16.43351,2
243,-30.936975,-21.6511,6
244,-12.276433,-9.196215,9
245,44.212822,16.919073,0
246,1.6271632,-8.270211,7
247,16.012506,1.0336818,2
248,23.635624,-3.6076689,2
249,44.592564,11.841323,0
250,10.396125,-2.091943,7
251,4.2214417,-25.129213,3
252,-6.281986,-16.781702,9
253,1.8863779,-11.28326,5
254,-0.64415,-13.674555,8
255,7.4647126,-4.917685,7
256,1.5916088,-25.052895,1
257,-13.848993,-9.16681,9
258,-36.62393,-12.404506,6
259,20.172192,-7.305486,2
260,-36.678085,-1.5968679,6
261,-2.451884,-37.447582,5
262,17.982609,-26.884554,1
263,-11.203789,15.935604,9
264,-5.5439754,-5.95576,8
265,-5.6319838,-18.208157,3
266,-35.138763,14.94615,6
267,53.81438,9.759747,0
268,11.835361,19.236023,1
269,-17.718428,-11.706459,9
270,-16.67779,0.27529758,4
271,9.121569,-5.9137454,7
272,-27.182175,-8.694947,5
273,9.406082,25.451878,5
274,46.30393,-2.8554864,0
275,-9.047567,27.421503,4
276,-8.499095,-4.1311264,3
277,26.433659,11.210996,2
278,-18.965014,-14.677228,9
279,-2.942875,22.704292,8
280,1.6319923,30.121479,5
281,3.9253294,18.401127,9
282,-32.385242,-6.1154933,6
283,20.133862,-11.196316,5
284,-28.643713,-3.8840919,4
285,-31.872726,-15.719088,6
286,55.74275,2.444238,0
287,15.402816,-0.11197095,2
288,-16.555344,-5.7730784,4
289,0.1693091,7.247158,9
290,-35.359848,-6.3285174,6
291,49.439217,9.614473,0
292,-11.9897785,-17.783798,9
293,21.97836,13.98222,2
294,51.992577,15.322806,0
295,-36.94788,4.734567,6
296,8.52555,1.8730859,7
297,-6.564175,-28.3536,5
298,49.245464,13.925482,0
299,-0.8195162,5.0230927,8
300,-25.026743,3.9909284,4
301,-16.705587,25.84094,6
302,20.21975,-13.190342,1
303,1.7015407,1.5554345,7
304,20.347588,-18.18984,5
305,-39.788086,2.0025258,6
306,-10.64199,-22.434689,3
307,12.661205,-14.968131,9
308,0.39772648,4.9867005,8
309,2.7555318,29.630802,1
310,15.740729,-2.7305093,2
311,-17.36157,8.781616,1
312,-12.998077,-16.339865,8
313,-9.713372,15.500106,3
314,46.632637,2.1322076,0
315,-21.837996,7.7340565,4
316,-4.251657,6.672568,8
317,2.7592795,-19.207712,7
318,2.0682712,8.098604,7
319,-1.009137,-5.599252,7
320,1.8934504,-18.445055,8
321,-10.131554,-30.873577,5
322,-10.967863,11.778788,3
323,12.7075205,7.977093,5
324,-3.819192,15.347127,7
325,-1.4440762,18.829254,8
326,-1.7087921,17.518839,8
327,-11.02098,8.647167,3
328,9.153964,-1.6110257,7
329,-7.1120334,-14.085575,8
330,13.299834,2.5741017,2
331,54.06808,3.559811,0
332,55.07897,-2.311934,0
333,-18.394358,-8.212607,1
334,-26.0943,-25.599455,4
335,-8.21182,-18.982334,3
336,-24.190987,-21.27961,1
337,-14.29221,13.141716,3
338,16.434109,6.6355205,2
339,22.946274,23.522776,1
340,17.260437,0.751199,2
341,-30.511873,-29.07909,6
342,4.773231,-15.842398,8
343,-38.732754,-14.486288,6
344,-22.31716,14.794399,1
345,10.873224,-32.98577,1
346,3.9059212,-12.958054,5
347,-20.289436,4.178758,4
348,56.966553,3.6408787,0
349,45.216534,1.1202517,0
350,-9.376245,-8.661236,1
351,-3.8210473,-5.9966273,8
352,1.6012312,22.975397,8
353,-4.3766246,2.4746537,9
354,-4.6474466,-0.21720932,9
355,9.544536,19.06095,9
356,26.605011,9.105622,2
357,-12.219186,31.156305,5
358,14.392298,-11.092289,9
359,-0.69592756,23.07639,8
360,12.126076,-21.23582,3
361,-22.404516,-5.082179,4
362,14.57316,-29.061836,1
363,3.8587937,-3.3337727,7
364,1.5461162,-33.345028,1
365,1.3557727,11.575895,7
366,17.216845,14.284664,2
367,4.590279,11.208538,8
368,49.915867,4.7856627,0
369,7.783719,27.772566,1
370,-8.931182,0.7235232,3
371,-6.8874097,0.38237277,9
372,21.285635,-22.3104,5
373,53.44583,-1.9793905,0
374,-12.397608,-0.6646208,1
375,8.517574,12.051582,8
376,-29.501623,-8.1959305,5
377,-4.239265,-12.316477,9
378,4.956347,-29.705967,3
379,5.9658246,-10.490216,7
380,9.177804,1.9835852,7
381,25.293697,-26.541096,5
382,-4.5023203,-1.4029016,9
383,-12.068292,11.846487,3
384,-2.6150196,-15.0688925,8
385,-30.44287,-21.437634,6
386,-24.419455,7.16135,4
387,15.070108,-30.09237,1
388,-9.519153,30.771982,1
389,18.46834,18.002825,2
390,17.033718,11.139274,9
391,-24.961067,-10.792633,4
392,8.05012,-15.2834835,8
393,1.1699357,-34.407932,1
394,-20.06435,12.330342,5
395,1.088303,23.257217,8
396,6.044372,-2.246193,7
397,5.06865,-9.76341,7
398,11.912375,-18.161497,9
399,-8.274665,2.868751,9
400,-39.616905,6.141337,6
401,-12.886192,12.133669,3
402,-33.509792,3.1196141,6
403,-17.048605,10.944668,3
404,57.589546,4.7152114,0
405,52.799366,-3.8673587,0
406,19.674618,2.9870584,2
407,42.468025,14.605384,0
408,-13.776276,5.554628,3
409,44.477844,-1.3954592,0
410,13.870326,-14.430685,9
411,9.812379,-3.3968587,7
412,-16.914087,10.030694,3
413,47.666546,-2.9837577,0
414,-41.218803,-3.2394984,6
415,-22.573727,-32.878975,6
416,8.924422,5.586524,7
417,26.293772,-5.3158712,2
418,23.338305,-1.1426558,2
419,50.65942,-5.270504,0
420,22.985048,22.907417,5
421,-12.642387,13.705604,3
422,-17.616566,-17.734499,1
423,-6.62381,11.192269,9
424,-6.037235,18.103241,8
425,-28.754314,6.6939063,6
426,-0.53191763,-7.8261704,7
427,17.891705,5.9802637,2
428,-31.01232,14.906034,4
429,-18.908274,-28.55219,4
430,1.8058646,-25.328909,1
431,-10.102248,8.921429,3
432,-22.551207,26.642889,6
433,31.575542,-1.5345936,5
434,13.229954,-0.4647572,2
435,-7.491448,4.922338,9
436,-12.906083,-5.8692408,8
437,-7.529302,-27.430815,5
438,48.234875,2.341741,0
439,10.61956,-7.729683,9
440,21.323254,-2.6667573,2
441,-8.887182,21.084343,4
442,20.002901,-3.335966,2
443,12.215077,-9.91981,5
444,41.87225,9.285606,0
445,-15.935812,-24.35081,3
446,-10.130575,-4.5934787,3
447,-13.560237,23.576399,4
448,11.054566,27.06528,5
449,-20.829287,4.3843856,4
450,-1.3057175,-14.279571,8
451,-1.1298863,2.8852186,8
452,-12.023206,2.2312534,3
453,2.971082,4.4730115,7
454,3.2919064,10.1428795,7
455,-28.819086,5.3283124,6
456,18.098392,21.168034,5
457,-41.28438,-2.6925688,6
458,-15.286343,-21.100958,3
459,2.2583,-7.7350616,7
460,6.0592694,3.5721986,8
461,-9.870472,-1.7898,1
462,53.214417,4.120927,0
463,1.4128578,-31.775486,5
464,25.111893,-26.84458,5
465,2.475187,-3.2636647,9
466,18.140211,-6.056333,2
467,-23.026983,6.524817,4
468,6.624568,22.991518,1
469,6.18381,7.32962,8
470,-44.06629,1.952617,5
471,-31.380293,-2.047908,4
472,-11.519579,-12.146083,9
473,-7.4313736,8.134297,9
474,-25.746677,-25.958807,4
475,-24.96136,-12.861151,4
476,25.027615,0.4871014,2
477,45.013504,0.17636849,0
478,8.67973,5.463695,7
479,-20.417229,26.669085,6
480,41.6965,16.378841,0
481,7.628965,-20.089876,1
482,-4.789025,-18.480719,9
483,-1.4691474,-24.12005,9
484,12.541472,3.1651483,2
485,21.577312,-13.510592,1
486,1.3429706,-11.507035,4
487,-25.23568,7.216717,4
488,-5.674937,-11.215793,9
489,42.00882,12.458938,0
490,-2.2537448,8.3279915,7
491,47.74649,-1.2921716,0
492,29.345413,3.2278805,2
493,-8.373467,-6.5698586,7
494,-11.670223,-21.833826,3
495,-12.440637,-20.125809,9
496,24.460085,10.061358,2
497,-11.486532,-7.9992185,9
498,-32.133747,-17.317162,6
499,-5.9071965,-8.525717,9
500,-33.34299,-7.772909,6
501,-24.340105,-26.768208,1
502,-16.846138,12.414933,1
503,18.175192,11.432142,2
504,-2.030066,-19.852282,8
505,-15.044207,-12.82489,9
506,53.988968,8.140489,0
507,-1.5859494,8.980161,7
508,-5.7155437,18.265768,8
509,26.195194,-19.70592,5
510,14.851989,-18.637487,8
511,-32.185337,-22.737574,6
512,22.83142,-6.6705546,5
513,2.605464,-5.3600764,7
514,-5.2502365,7.2131476,8
515,19.950508,7.7613854,2
516,47.213634,1.6781019,0
517,-0.182254,-24.288706,9
518,-0.19281583,-1.5756046,9
519,-11.91854,5.538388,3
520,47.32276,16.60116,0
521,48.314175,20.827724,0
522,-22.00079,-16.042812,3
523,7.335059,8.184577,8
524,3.2510817,-26.923328,3
525,0.14435643,-11.1001215,4
526,-1.9261438,1.8201756,8
527,13.454866,-27.347076,1
528,10.783499,-11.697095,5
529,46.64632,-1.9574206,0
530,1.360261,-15.893676,8
531,1.2677171,-3.1852736,9
532,45.938866,11.838886,0
533,-18.495304,1.3412822,4
534,-12.521284,-22.440804,3
535,5.5239654,-7.0843773,7
536,-3.7269316,24.26806,8
537,7.5924397,-28.733469,5
538,-40.65747,2.8909833,6
539,-15.907991,-32.99907,5
540,-32.230545,8.215445,6
541,4.6826673,-0.025557486,7
542,-17.176529,18.884266,1
543,-15.317135,5.816685,3
544,17.173641,3.527727,2
545,18.091217,-3.986926,2
546,-2.325702,-9.514622,7
547,-15.615999,22.68593,9
548,12.199575,-15.117304,9
549,7.096353,-21.040419,3
550,-9.644226,-16.105316,1
551,16.4046,-22.441544,3
552,10.878095,8.251294,9
553,-28.665504,4.936901,6
554,10.914658,-31.96941,1
555,13.553816,-6.76518,4
556,-30.471785,-27.056328,6
557,48.5084,16.995094,0
558,-7.9259157,4.1517196,9
559,-32.234673,-10.786368,6
560,46.990143,20.376007,0
561,9.97361,15.18328,9
562,-23.86607,7.7877593,4
563,-19.740643,-16.10239,3
564,-26.82403,12.945965,4
565,-10.539642,21.398829,4
566,-5.6984124,-3.9034774,7
567,51.03684,-4.04039,0
568,24.115414,7.1089473,2
569,-12.311067,0.6939238,3
570,-30.457851,-28.385944,6
571,-30.346811,3.1512303,4
572,-20.346165,-4.0065794,4
573,-17.839666,-8.355455,1
574,-24.812328,-1.1833262,4
575,-20.430656,7.7157874,8
576,-31.598948,9.164274,6
577,-13.277765,-27.960737,4
578,-18.837824,-17.917917,3
579,-4.439684,2.762255,9
580,27.391651,-17.413876,5
581,-26.477211,-7.080539,5
582,-27.916655,19.979061,4
583,-19.743876,-16.525072,3
584,-25.86515,-12.757243,4
585,11.911837,-21.426,3
586,2.9764135,-12.75909,5
587,-2.9662726,25.615297,8
588,4.782314,-22.159708,9
589,-7.3044043,-4.5713434,9
590,51.846783,-2.9710388,0
591,14.929364,-3.1555502,2
592,15.265523,-8.349509,5
593,-31.36829,-2.0261536,4
594,-20.47822,-12.901132,3
595,-6.250775,-22.78945,7
596,27.374668,0.9383357,2
597,0.87313694,-21.254328,8
598,-36.640537,12.127356,6
599,-35.12006,-6.4553103,6
600,50.018898,13.192988,0
601,-11.809036,9.449459,9
602,-27.846842,4.238924,6
603,1.6706213,-28.594597,3
604,-21.23661,-7.7575574,4
605,-13.873897,6.6866913,3
606,-24.454575,-11.402965,4
607,53.876553,6.020164,0
608,-1.3065053,14.673182,7
609,-41.073845,1.1565636,6
610,-22.955801,26.612207,6
611,-27.8036,14.132429,4
612,14.332956,2.0215895,2
613,5.9956417,-22.84439,3
614,53.94914,-2.9379728,0
615,-1.0609503,-18.69165,8
616,-23.755205,9.535282,4
617,5.9323444,28.28442,5
618,-32.33018,18.95644,4
619,-9.24436,15.353979,3
620,2.2265708,1.4813938,7
621,-27.571884,10.815862,4
622,-14.650665,-11.494416,9
623,-37.766953,-14.98648,6
624,-2.669825,-16.046478,8
625,-5.215923,-21.082,7
626,27.174643,5.791001,2
627,-14.00598,-1.9133234,5
628,6.472653,-24.62605,3
629,25.122158,2.8478768,2
630,-19.292696,-24.654741,1
631,-17.314877,-2.8909812,4
632,54.905716,4.44977,0
633,-36.1967,12.14975,6
634,-22.02491,1.0297434,4
635,-15.514379,-14.136602,8
636,42.945873,16.95398,0
637,44.53997,15.718717,0
638,44.978874,-1.6352209,0
639,15.200613,5.9211016,2
640,53.905155,4.644421,0
641,21.035992,-0.43240905,2
642,29.860855,-13.143041,5
643,47.085495,17.792122,0
644,0.2324999,10.7154255,7
645,-2.6395948,4.202192,9
646,-7.467628,28.565254,4
647,5.548632,2.8332174,8
648,48.83889,10.808546,0
649,6.648591,15.542496,3
650,18.750828,17.200188,2
651,7.997885,-8.472999,7
652,-6.2184296,13.042069,8
653,-28.884542,7.670406,6
654,-2.9685512,6.5870724,7
655,-40.96285,8.305695,1
656,5.2383347,-15.36614,8
657,-8.273191,27.465567,4
658,5.0791783,-6.6125894,7
659,-0.20313166,-16.954582,8
660,17.600021,-17.459497,5
661,-14.753055,-20.79362,3
662,23.038849,21.17805,5
663,16.789417,-9.400347,5
664,50.1961,-4.027129,0
665,-8.708126,13.306224,3
666,18.554487,-24.991848,1
667,54.417034,-0.44847694,0
668,17.092857,-18.692928,1
669,-7.390016,11.403644,8
670,-22.000862,18.65772,1
671,-16.801361,-21.232405,3
672,6.3714843,22.683155,1
673,-31.621754,15.340356,4
674,20.493769,-22.975334,1
675,-32.858585,17.732698,4
676,-11.988483,0.70949084,3
677,25.497885,8.460308,2
678,17.978188,0.122531176,2
679,7.3712897,0.011510931,7
680,-16.718689,-2.190069,4
681,21.053415,9.69907,2
682,27.280869,7.073509,2
683,0.17388833,30.782478,6
684,-21.839045,-33.206295,5
685,16.717392,-10.891505,1
686,10.396339,15.211642,9
687,-34.493008,-15.758656,6
688,40.600197,12.794566,0
689,-26.407967,-17.83265,4
690,-18.891594,11.491608,1
691,-21.090162,-0.117003866,4
692,56.975628,4.9422884,0
693,-4.553818,-8.691349,9
694,47.79005,20.033867,0
695,-2.8266613,-4.497967,7
696,7.9401894,-19.480835,1
697,0.6368368,1.908229,7
698,16.052006,-22.643255,3
699,3.8927405,17.645542,9
700,-30.450603,-26.456114,6
701,11.990054,-4.3299327,7
702,-20.202244,16.790274,1
703,-19.740671,-20.69402,1
704,26.600252,-9.909123,5
705,16.176077,25.851952,5
706,8.015559,17.854347,3
707,-26.428596,-18.258717,4
708,15.90661,-31.406374,1
709,-22.018171,16.441662,3
710,17.587645,-4.617477,2
711,19.556797,15.13539,2
712,16.885998,14.971325,2
713,5.709181,-24.258823,3
714,23.588692,1.5759753,2
715,47.730072,11.760377,0
716,10.947206,26.997873,5
717,12.868439,-5.571389,7
718,8.008062,-13.276221,8
719,44.434864,17.938896,0
720,-23.852837,-1.6358904,8
721,4.2572775,-27.570385,3
722,-27.601763,11.092569,4
723,-14.680613,5.2523856,3
724,27.223715,-3.3163097,2
725,8.833156,-1.3064728,7
726,3.927362,2.0351405,8
727,18.035557,-3.0015776,2
728,10.762225,-31.079844,3
729,-28.327435,0.48231184,6
730,-31.563768,2.814799,6
731,-15.335453,16.576088,1
732,0.5001751,-35.49939,1
733,27.807087,-18.478003,5
734,-3.0677962,21.683342,8
735,-22.781664,21.191416,1
736,48.35566,17.964546,0
737,52.058197,9.725102,0
738,14.775281,-23.177076,3
739,8.674394,25.473234,5
740,-13.525368,1.2745287,1
741,-2.287449,13.292263,7
742,8.186208,-14.525475,8
743,-36.361042,17.17162,6
744,53.28221,10.943847,0
745,42.62191,9.122929,0
746,-8.9546,-10.747108,9
747,-27.507345,-14.050716,4
748,-29.2492,-8.194612,5
749,11.489527,-10.683351,5
750,-44.290897,1.9239908,1
751,-2.3247638,-1.4236207,3
752,-31.840862,-15.116025,6
753,40.946102,14.706997,0
754,-40.551445,-9.494083,6
755,26.543768,0.91532767,2
756,30.886599,-5.966825,5
757,12.569619,18.140368,1
758,9.980209,3.3911052,7
